LotNO,target,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43
177,138,6210,8280,9384,814200,41.59166668,8418,8418,138,1711.2,95.22,1283.4,75900,57.96,57.96,59.34,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-7314,102.12,40020,351.9,223.56,91.632,161.46,402.96,264.96,57.96,552,27600,2898,1288,0,1288,0,3864
178,138,6210,7590,9384,814200,41.30416673,8556,8293.8,138,1711.2,95.22,1283.4,75900,57.96,57.96,59.34,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7314,102.12,40020,351.9,223.56,91.632,161.46,402.96,264.96,57.96,552,27600,2898,1288,0,1288,0,3864
179,138,6210,8970,9384,814200,41.59166668,8418,8142,138,1711.2,95.22,1283.4,75900,57.96,57.96,59.34,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7314,102.12,40020,351.9,223.56,91.632,161.46,402.96,264.96,57.96,552,27600,2898,1288,0,1288,0,3864
180,135.24,6210,9660,9384,814200,41.59166668,8418,8321.4,138,1711.2,95.22,1283.4,75900,57.96,57.96,59.34,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7038,104.88,40434,358.8,223.56,89.286,154.56,385.02,263.58,57.684,460,27600,2898,1288,0,1242,0,3680
181,136.62,6210,8280,9384,814200,41.78333336,8280,8114.4,138,1711.2,95.22,1283.4,75900,57.96,57.96,59.34,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7038,104.88,40434,358.8,223.56,89.286,154.56,385.02,263.58,57.684,460,27600,2898,1288,0,1242,0,3680
182,129.72,6210,8970,8694,814200,42.2625,8362.8,8459.4,169.74,1711.2,198.72,1324.8,82800,38.64,38.64,38.64,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,109.02,40434,349.14,223.56,92.736,165.6,409.86,266.34,54.648,828,29440,2300,1058,0,1472,0,4554
183,129.72,6210,9660,8694,814200,41.4,8335.2,8252.4,151.8,1711.2,198.72,1324.8,82800,38.64,38.64,38.64,12972,13938,400.2,5520,6168.6,24702,924.6,45.99999995,92.00000005,0,-7314,109.02,40434,349.14,223.56,92.736,165.6,409.86,266.34,54.648,828,29440,2300,1058,0,1472,0,4554
184,131.1,6210,9660,8694,814200,41.49583327,8321.4,8459.4,149.04,1711.2,198.72,1324.8,82800,38.64,38.64,38.64,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-6486,111.78,40434,360.18,223.56,90.114,157.32,380.88,255.3,55.476,1012,27140,3036,1058,0,1288,0,3404
185,131.1,6210,6900,8694,814200,41.68749995,8211,8307.6,149.04,1711.2,198.72,1324.8,82800,38.64,38.64,38.64,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-6486,111.78,40434,360.18,223.56,90.114,157.32,380.88,255.3,55.476,1012,27140,3036,1058,0,1288,0,3404
186,129.72,6210,9660,8694,814200,41.87916664,8362.8,8473.2,147.66,1711.2,198.72,1324.8,82800,38.64,38.64,38.64,12972,13938,400.2,5520,6168.6,24702,924.6,0,138,0,-6486,111.78,40434,360.18,223.56,90.114,157.32,380.88,255.3,55.476,1012,27140,3036,1058,0,1288,0,3404
187,129.72,6210,7590,8694,814200,41.87916664,8266.2,8266.2,161.46,1711.2,198.72,1324.8,82800,38.64,38.64,38.64,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-6486,111.78,40434,360.18,223.56,90.114,157.32,380.88,255.3,55.476,1012,27140,3036,1058,0,1288,0,3404
188,129.72,6210,8280,8694,828000,42.07083332,8335.2,8404.2,160.08,1738.8,173.88,1269.6,96600,55.2,52.44,52.44,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-6486,111.78,40434,360.18,223.56,90.114,157.32,380.88,255.3,55.476,1012,27140,3036,1058,0,1288,0,3404
189,131.1,6210,8970,8694,828000,41.68749995,8307.6,8280,160.08,1738.8,173.88,1269.6,96600,55.2,52.44,52.44,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-6486,106.26,40434,350.52,224.94,91.08,161.46,389.16,256.68,55.614,1196,27600,2852,966,0,1288,0,3542
190,129.72,6210,8280,8694,828000,41.30416673,8238.6,8404.2,165.6,1738.8,173.88,1269.6,96600,55.2,52.44,52.44,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-6486,106.26,40434,350.52,224.94,91.08,161.46,389.16,256.68,55.614,1196,27600,2852,966,0,1288,0,3542
191,131.1,6210,7590,8694,828000,41.87916664,8349,8252.4,161.46,1738.8,173.88,1269.6,96600,55.2,52.44,52.44,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-6486,106.26,40434,350.52,224.94,91.08,161.46,389.16,256.68,55.614,1196,27600,2852,966,0,1288,0,3542
192,136.62,6210,11040,9108,814200,41.87916664,8280,8252.4,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7038,104.88,40434,358.8,223.56,89.286,154.56,385.02,263.58,57.684,460,27600,2898,1288,0,1242,0,3680
193,135.24,6210,11040,9108,814200,42.16666673,8280,8211,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7038,104.88,40434,358.8,223.56,89.286,154.56,385.02,263.58,57.684,460,27600,2898,1288,0,1242,0,3680
194,135.24,6210,8970,9108,814200,42.2625,8280,8128.2,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7038,104.88,40434,358.8,223.56,89.286,154.56,385.02,263.58,57.684,460,27600,2898,1288,0,1242,0,3680
195,135.24,6210,8280,9108,814200,42.07083332,8280,8155.8,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7590,103.5,42366,347.76,223.56,92.046,162.84,408.48,269.1,57.408,552,28520,2622,1150,0,1196,0,4002
196,136.62,6210,8280,9108,814200,41.97500005,8280,8128.2,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7590,103.5,42366,347.76,223.56,92.046,162.84,408.48,269.1,57.408,552,28520,2622,1150,0,1196,0,4002
197,135.24,6210,9660,9108,814200,43.125,8280,8252.4,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,24288,924.6,0,138,0,-7590,103.5,42366,347.76,223.56,92.046,162.84,408.48,269.1,57.408,552,28520,2622,1150,0,1196,0,4002
198,133.86,6210,9660,9384,814200,41.78333336,8280,8169.6,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-7590,103.5,42366,347.76,223.56,92.046,162.84,408.48,269.1,57.408,552,28520,2622,1150,0,1196,0,4002
199,135.24,6210,9660,9384,814200,41.97500005,8280,8142,138,1711.2,173.88,1297.2,75900,37.26,44.16,42.78,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-7590,103.5,42366,347.76,223.56,92.046,162.84,408.48,269.1,57.408,552,28520,2622,1150,0,1196,0,4002
200,133.86,6210,8280,9384,828000,42.83750005,8362.8,8459.4,140.76,1725,187.68,1283.4,103500,63.48,55.2,55.2,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-7590,102.12,42366,346.38,223.56,92.322,164.22,414,269.1,56.718,552,28060,2760,1104,0,1242,0,3910
201,133.86,6210,11040,9384,828000,42.2625,8321.4,8459.4,139.38,1725,187.68,1283.4,103500,63.48,55.2,55.2,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-7590,102.12,42366,346.38,223.56,92.322,164.22,414,269.1,56.718,552,28060,2760,1104,0,1242,0,3910
202,131.1,6210,8280,9384,828000,41.97500005,8224.8,8335.2,142.14,1725,187.68,1283.4,103500,63.48,55.2,55.2,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6486,111.78,40434,361.56,223.56,89.7,155.94,372.6,251.16,57.546,644,27600,2990,1242,0,1288,0,3312
203,132.48,6210,8280,9384,828000,42.16666673,8280,8418,136.62,1725,189.06,1283.4,124200,80.04,70.38,73.14,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6486,111.78,40434,361.56,223.56,89.7,155.94,372.6,251.16,57.546,644,27600,2990,1242,0,1288,0,3312
204,131.1,6210,8970,9384,828000,42.2625,8224.8,8349,138,1725,189.06,1283.4,124200,80.04,70.38,73.14,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6486,111.78,40434,361.56,223.56,89.7,155.94,372.6,251.16,57.546,644,27600,2990,1242,0,1288,0,3312
205,133.86,6210,8280,9384,814200,41.01666664,8280,8349,138,1697.4,161.46,1297.2,82800,59.34,59.34,60.72,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6624,113.16,40986,362.94,223.56,89.424,153.18,372.6,255.3,56.166,276,27140,2990,1242,0,1196,0,3220
206,133.86,6210,8280,9384,814200,41.20833332,8280,8238.6,138,1697.4,161.46,1297.2,82800,59.34,59.34,60.72,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6624,113.16,40986,362.94,223.56,89.424,153.18,372.6,255.3,56.166,276,27140,2990,1242,0,1196,0,3220
207,133.86,6210,8280,9384,814200,41.01666664,8280,8514.6,138,1697.4,161.46,1297.2,82800,59.34,59.34,60.72,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6624,113.16,40986,362.94,223.56,89.424,153.18,372.6,255.3,56.166,276,27140,2990,1242,0,1196,0,3220
208,135.24,6210,8280,9384,814200,41.20833332,8280,8252.4,138,1697.4,161.46,1297.2,82800,59.34,59.34,60.72,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6624,113.16,40986,362.94,223.56,89.424,153.18,372.6,255.3,56.166,276,27140,2990,1242,0,1196,0,3220
209,133.86,6210,8280,9384,814200,40.44166673,8418,8514.6,138,1697.4,161.46,1297.2,82800,59.34,59.34,60.72,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6624,113.16,40986,362.94,223.56,89.424,153.18,372.6,255.3,56.166,276,27140,2990,1242,0,1196,0,3220
210,131.1,6210,8280,9384,814200,41.20833332,8418,8321.4,138,1697.4,161.46,1297.2,82800,59.34,59.34,60.72,12972,13938,400.2,5520,6127.2,25530,924.6,0,138,0,-6210,107.64,40020,358.8,224.94,90.528,158.7,375.36,248.4,55.614,368,25760,3036,966,0,1242,0,3358
211,132.48,6210,8280,9384,814200,40.82499995,8418,8362.8,138,1766.4,187.68,1283.4,96600,63.48,56.58,59.34,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,107.64,40020,358.8,224.94,90.528,158.7,375.36,248.4,55.614,368,25760,3036,966,0,1242,0,3358
212,131.1,6210,8280,9384,814200,41.20833332,8280,8224.8,138,1766.4,187.68,1283.4,96600,63.48,56.58,59.34,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,107.64,40020,358.8,224.94,90.528,158.7,375.36,248.4,55.614,368,25760,3036,966,0,1242,0,3358
213,131.1,6210,8280,9384,814200,40.92083336,8556,8487,138,1766.4,187.68,1283.4,96600,63.48,56.58,59.34,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,106.26,40020,350.52,224.94,89.976,158.7,391.92,263.58,56.994,460,26680,2898,1012,0,1242,0,3220
214,131.1,6210,8280,9384,814200,41.30416673,8418,8114.4,138,1766.4,187.68,1283.4,96600,63.48,56.58,59.34,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,107.64,40020,358.8,224.94,90.528,158.7,375.36,248.4,55.614,368,25760,3036,966,0,1242,0,3358
215,129.72,6210,8280,9384,814200,41.49583327,8418,8376.6,138,1766.4,187.68,1283.4,96600,63.48,56.58,59.34,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,107.64,40020,358.8,224.94,90.528,158.7,375.36,248.4,55.614,368,25760,3036,966,0,1242,0,3358
216,132.48,6210,8280,9660,828000,41.20833332,8280,8169.6,158.7,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6486,111.78,40434,361.56,223.56,89.7,155.94,372.6,251.16,57.546,644,27600,2990,1242,0,1288,0,3312
217,132.48,6210,8280,9660,828000,41.01666664,8431.8,8059.2,160.08,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6486,111.78,40434,361.56,223.56,89.7,155.94,372.6,251.16,57.546,644,27600,2990,1242,0,1288,0,3312
218,129.72,6210,8280,9660,828000,41.20833332,8307.6,8142,161.46,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6486,106.26,40434,350.52,224.94,91.08,161.46,389.16,256.68,55.614,1196,27600,2852,966,0,1288,0,3542
219,129.72,6210,8280,9660,828000,40.72916668,8349,8197.2,160.08,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6486,106.26,40434,350.52,224.94,91.08,161.46,389.16,256.68,55.614,1196,27600,2852,966,0,1288,0,3542
220,129.72,6210,7590,9660,828000,40.63333327,8321.4,8169.6,157.32,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,109.02,39606,357.42,223.56,90.804,160.08,402.96,269.1,55.2,368,27140,2852,1058,0,1426,0,3128
221,129.72,6210,6900,9660,828000,41.97500005,8211,8142,158.7,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,109.02,39606,357.42,223.56,90.804,160.08,402.96,269.1,55.2,368,27140,2852,1058,0,1426,0,3128
222,131.1,6210,8280,9660,828000,40.72916668,8280,8224.8,160.08,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,109.02,39606,357.42,223.56,90.804,160.08,402.96,269.1,55.2,368,27140,2852,1058,0,1426,0,3128
223,131.1,6210,8280,9660,828000,41.68749995,8224.8,8321.4,160.08,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,109.02,39606,357.42,223.56,90.804,160.08,402.96,269.1,55.2,368,27140,2852,1058,0,1426,0,3128
224,129.72,6210,8280,9660,828000,40.72916668,8293.8,8169.6,161.46,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6210,109.02,39606,357.42,223.56,90.804,160.08,402.96,269.1,55.2,368,27140,2852,1058,0,1426,0,3128
225,129.72,6210,8280,9660,828000,42.74166664,8266.2,8349,160.08,1725,186.3,1283.4,131100,69,64.86,63.48,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6072,110.4,39054,353.28,224.94,90.666,160.08,401.58,267.72,55.338,1288,27600,2944,1012,0,1426,0,2990
226,129.72,6210,6900,9660,828000,42.07083332,8224.8,8224.8,160.08,1711.2,184.92,1283.4,124200,78.66,81.42,78.66,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6072,110.4,39054,353.28,224.94,90.666,160.08,401.58,267.72,55.338,1288,27600,2944,1012,0,1426,0,2990
227,131.1,6210,8280,9936,828000,40.05833336,8280,8280,164.22,1711.2,184.92,1283.4,124200,78.66,81.42,78.66,12972,13938,400.2,5520,6141,25530,924.6,0,138,0,-6072,110.4,39054,353.28,224.94,90.666,160.08,401.58,267.72,55.338,1288,27600,2944,1012,0,1426,0,2990
228,135.24,6210,8280,9384,814200,41.01666664,8418,8556,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-6210,106.26,40020,350.52,224.94,89.976,158.7,391.92,263.58,56.994,460,26680,2898,1012,0,1242,0,3220
229,133.86,6210,8280,9384,814200,40.63333327,8418,8597.4,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-6210,106.26,40020,350.52,224.94,89.976,158.7,391.92,263.58,56.994,460,26680,2898,1012,0,1242,0,3220
230,132.48,6210,8280,9384,814200,40.44166673,8556,8473.2,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-6210,106.26,40020,350.52,224.94,89.976,158.7,391.92,263.58,56.994,460,26680,2898,1012,0,1242,0,3220
231,132.48,6210,8280,9384,814200,40.92083336,8556,8776.8,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-6210,106.26,40020,350.52,224.94,89.976,158.7,391.92,263.58,56.994,460,26680,2898,1012,0,1242,0,3220
232,132.48,6624,8280,8556,814200,39.38750005,8280,8625,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5796,107.64,33534,351.9,223.56,91.356,164.22,429.18,284.28,54.786,1288,28520,2852,966,0,1334,0,2990
233,131.1,6624,8280,8418,814200,39.48333332,8418,8707.8,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5796,107.64,33534,351.9,223.56,91.356,164.22,429.18,284.28,54.786,1288,28520,2852,966,0,1334,0,2990
234,131.1,6624,8280,8418,814200,40.05833336,8418,8638.8,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5796,107.64,33534,351.9,223.56,91.356,164.22,429.18,284.28,54.786,1288,28520,2852,966,0,1334,0,2990
235,132.48,6624,8280,8280,814200,40.82499995,8280,8956.2,151.8,1697.4,171.12,1297.2,117300,93.84,91.08,88.32,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5796,107.64,33534,351.9,223.56,91.356,164.22,429.18,284.28,54.786,1288,28520,2852,966,0,1334,0,2990
236,132.48,6210,8970,9660,828000,42.35833327,8252.4,8680.2,158.7,1711.2,69,1297.2,82800,53.82,44.16,44.16,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-6072,110.4,39054,353.28,224.94,90.666,160.08,401.58,267.72,55.338,1288,27600,2944,1012,0,1426,0,2990
237,133.86,6210,8280,9660,828000,42.35833327,8252.4,8652.6,162.84,1711.2,69,1297.2,82800,53.82,44.16,44.16,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-6072,110.4,39054,353.28,224.94,90.666,160.08,401.58,267.72,55.338,1288,27600,2944,1012,0,1426,0,2990
238,132.48,6624,8280,8280,814200,40.25000005,8556,8942.4,151.8,1697.4,183.54,1283.4,131100,78.66,77.28,78.66,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-5796,107.64,33534,351.9,223.56,91.356,164.22,429.18,284.28,54.786,1288,28520,2852,966,0,1334,0,2990
239,131.1,6210,8280,9384,814200,40.63333327,8280,8487,151.8,1697.4,183.54,1283.4,131100,78.66,77.28,78.66,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-5934,109.02,34086,346.38,224.94,91.08,162.84,431.94,291.18,55.89,1104,28980,3128,966,0,1380,0,3082
240,131.1,6210,8280,9384,814200,40.44166673,8556,8597.4,151.8,1697.4,183.54,1283.4,131100,78.66,77.28,78.66,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-5934,109.02,34086,346.38,224.94,91.08,162.84,431.94,291.18,55.89,1104,28980,3128,966,0,1380,0,3082
241,132.48,6210,8280,9798,828000,41.49583327,8307.6,8625,153.18,1683.6,80.04,1283.4,82800,44.16,41.4,48.3,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6348,109.02,35466,356.04,223.56,90.252,160.08,414,278.76,55.062,460,28520,2484,1012,0,1610,0,3404
242,132.48,6210,8280,9798,828000,40.82499995,8362.8,8625,154.56,1683.6,80.04,1283.4,82800,44.16,41.4,48.3,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6348,109.02,35466,356.04,223.56,90.252,160.08,414,278.76,55.062,460,28520,2484,1012,0,1610,0,3404
243,131.1,6210,8280,9798,828000,41.01666664,8335.2,8528.4,153.18,1683.6,80.04,1283.4,82800,44.16,41.4,48.3,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6348,109.02,35466,356.04,223.56,90.252,160.08,414,278.76,55.062,460,28520,2484,1012,0,1610,0,3404
244,129.72,6210,7590,9798,828000,41.01666664,8321.4,8445.6,151.8,1683.6,80.04,1283.4,82800,44.16,41.4,48.3,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6348,109.02,35466,356.04,223.56,90.252,160.08,414,278.76,55.062,460,28520,2484,1012,0,1610,0,3404
245,131.1,6210,8280,9798,828000,40.72916668,8362.8,8528.4,144.9,1683.6,80.04,1283.4,82800,44.16,41.4,48.3,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6348,109.02,35466,356.04,223.56,90.252,160.08,414,278.76,55.062,460,28520,2484,1012,0,1610,0,3404
246,129.72,6210,8280,9798,828000,42.45416668,8321.4,8556,149.04,1697.4,75.9,1269.6,89700,31.74,31.74,28.98,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6486,109.02,35880,350.52,223.56,92.46,166.98,431.94,280.14,55.062,1196,28520,2806,1058,0,1840,0,4094
247,131.1,6210,8280,9384,814200,39.96249995,8556,8638.8,151.8,1725,186.3,1269.6,131100,85.56,74.52,74.52,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,109.02,34086,346.38,224.94,91.08,162.84,431.94,291.18,55.89,1104,28980,3128,966,0,1380,0,3082
248,132.48,6210,8280,9384,814200,39.48333332,8418,8431.8,151.8,1725,186.3,1269.6,131100,85.56,74.52,74.52,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,109.02,34086,346.38,224.94,91.08,162.84,431.94,291.18,55.89,1104,28980,3128,966,0,1380,0,3082
249,132.48,6210,8280,9384,814200,39.77083327,8556,8583.6,151.8,1725,176.64,1269.6,110400,74.52,62.1,64.86,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,109.02,34086,346.38,224.94,91.08,162.84,431.94,291.18,55.89,1104,28980,3128,966,0,1380,0,3082
250,132.48,6210,8280,9384,814200,39.86666668,8418,8473.2,151.8,1725,176.64,1269.6,110400,74.52,62.1,64.86,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,110.4,34914,347.76,224.94,91.218,162.84,437.46,292.56,55.062,1012,28980,3082,1012,0,1334,0,2898
251,135.24,6210,7590,9798,828000,41.11250005,8280,8859.6,155.94,1697.4,75.9,1269.6,89700,31.74,31.74,28.98,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-5796,109.02,34500,351.9,223.56,91.08,162.84,430.56,287.04,55.476,644,28980,2944,966,0,1334,0,3542
252,131.1,6210,8280,9798,828000,40.25000005,8307.6,8763,157.32,1697.4,75.9,1269.6,89700,31.74,31.74,28.98,12972,13938,400.2,5520,6141,24978,924.6,45.99999995,92.00000005,0,-6486,109.02,35880,350.52,223.56,92.46,166.98,431.94,280.14,55.062,1196,28520,2806,1058,0,1840,0,4094
253,132.48,6210,8280,9798,828000,40.5375,8293.8,8694,144.9,1697.4,75.9,1269.6,89700,31.74,31.74,28.98,12972,13938,400.2,5520,6141,24978,924.6,0,138,0,-5796,109.02,34500,351.9,223.56,91.08,162.84,430.56,287.04,55.476,644,28980,2944,966,0,1334,0,3542
254,133.86,6210,8280,9660,814200,40.92083336,8556,8832,151.8,1725,176.64,1269.6,110400,74.52,62.1,64.86,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,110.4,34914,347.76,224.94,91.218,162.84,437.46,292.56,55.062,1012,28980,3082,1012,0,1334,0,2898
255,132.48,6210,8280,9660,814200,41.68749995,8280,8680.2,151.8,1725,176.64,1269.6,110400,74.52,62.1,64.86,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,110.4,34914,347.76,224.94,91.218,162.84,437.46,292.56,55.062,1012,28980,3082,1012,0,1334,0,2898
256,132.48,6210,8280,9660,814200,40.92083336,8556,8652.6,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,110.4,34914,347.76,224.94,91.218,162.84,437.46,292.56,55.062,1012,28980,3082,1012,0,1334,0,2898
257,133.86,6210,8280,9660,814200,41.68749995,8556,8735.4,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,110.4,34914,347.76,224.94,91.218,162.84,437.46,292.56,55.062,1012,28980,3082,1012,0,1334,0,2898
258,135.24,6210,8280,9660,814200,41.30416673,8556,8666.4,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,109.02,33534,351.9,224.94,90.942,162.84,436.08,292.56,55.752,1472,28520,3128,1012,0,1380,0,3082
259,136.62,6210,8280,9660,814200,41.30416673,8280,8611.2,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6113.4,25530,924.6,0,138,0,-5934,109.02,33534,351.9,224.94,90.942,162.84,436.08,292.56,55.752,1472,28520,3128,1012,0,1380,0,3082
260,135.24,6210,8280,9660,814200,41.49583327,8280,8597.4,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-5934,109.02,33534,351.9,224.94,90.942,162.84,436.08,292.56,55.752,1472,28520,3128,1012,0,1380,0,3082
261,135.24,6210,8280,9660,814200,41.59166668,8556,8763,151.8,1711.2,146.28,1311,89700,56.58,59.34,57.96,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-5934,109.02,33534,351.9,224.94,90.942,162.84,436.08,292.56,55.752,1472,28520,3128,1012,0,1380,0,3082
262,132.48,6210,7590,9936,828000,39.675,8224.8,8763,146.28,1780.2,191.82,1269.6,138000,82.8,78.66,75.9,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-5796,109.02,34500,351.9,223.56,91.08,162.84,430.56,287.04,55.476,644,28980,2944,966,0,1334,0,3542
263,133.86,6210,7590,9936,828000,40.72916668,8307.6,8625,147.66,1780.2,191.82,1269.6,138000,82.8,78.66,75.9,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-5796,109.02,34500,351.9,223.56,91.08,162.84,430.56,287.04,55.476,644,28980,2944,966,0,1334,0,3542
264,133.86,6210,7590,9936,828000,40.63333327,8280,8859.6,147.66,1780.2,191.82,1269.6,138000,82.8,78.66,75.9,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-5796,109.02,34500,351.9,223.56,91.08,162.84,430.56,287.04,55.476,644,28980,2944,966,0,1334,0,3542
265,135.24,6210,8280,9936,828000,40.34583332,8280,8638.8,149.04,1780.2,191.82,1269.6,138000,82.8,78.66,75.9,12972,13938,400.2,5520,6141,24840,924.6,0,138,0,-7314,110.4,35880,360.18,223.56,91.356,162.84,401.58,262.2,54.51,828,30820,2208,1058,0,1380,0,3404
